charity_id,charity_name,charity_mission,charity_url,category_id,category_name,sub_category,work_type,state,city,latitude,longitude,minage,maxage,accountability_score,financial_score,overall_score,total_contributions
791,Cherokee National Historical Society,"The Cherokee National Historical Society was formed in 1963 by a group of visionary Cherokee citizens who shared a desire to establish a permanent culture keeping institution for the Cherokee people. To accomplish their goals, they established the Cherokee Heritage Center. The mission of the Center is to promote, preserve and teach the Cherokee culture. The Cherokee Heritage Center's Education Department helps further the mission by presenting programs that incorporate the Cherokee culture through hosting a variety of hands-on cultural classes, special living classroom events, Cherokee games and offering a college level studies program for adult students.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9669,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ","Libraries, Historical Societies and Landmark Preservation",OK,Park Hill,35.565342,-96.928917,44,100,84,60.77,70.04,1170982
792,Chesapeake Bay Foundation,"Founded in 1967, the Chesapeake Bay Foundation (CBF) is the only independent organization dedicated solely to restoring and protecting the Chesapeake Bay, the largest estuary in the United States and a national resource in critical condition. Working throughout the Chesapeake's six-state, 64,000 square mile watershed, CBF educates, advocates, litigates, and restores. Our strategy is to hold governments accountable for fully implementing and enforcing clean water laws and regulations and for improving legislative and regulatory protections where appropriate. Our vision is that the Chesapeake Bay and its tributary rivers will again be highly productive and in good health as measured by water quality standards.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3467,2,Animals and Environment,Environment ,Environmental Protection and Conservation,MD,Annapolis,39.063946,-76.802101,17,30,96,76.6,83.21,22603162
793,Cherry Street Mission Ministries,"Since 1947 Cherry Street Mission Ministries (CSMM) has served homeless and low-income individuals. The doors are open 24 hours a day, 365 days a year to provide food, clothing, shelter, and other vital services including, literacy and vocational training, resource networking and job readiness assistance. Our mission is to serve all who come to us in need, and to provide purposeful discipleship by rescuing the downtrodden, restoring hope to the hopeless and releasing God's greatness to those we serve.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9210,5,Human Services ,Human Services ,Homeless Services,OH,Toledo,40.388783,-82.764915,44,100,85,80.62,82.67,5887413
794,Cheetah Conservation Fund,"Cheetah Conservation Fund's (CCF) mission is to be the internationally recognized centre of excellence in the conservation of cheetahs and their ecosystems. CCF will work with all stakeholders to develop best practices in research, education, and land use to benefit all species, including people. While CCF's main headquarters are in Namibia -- the country with the largest number of wild cheetah, its reach and vision are worldwide. CCF has close links and assists in training and sharing program successes with other countries where cheetah live. CCF's international program includes distributing CCF materials, lending resources and support, and providing training through Africa and the rest of the world. Efforts are currently underway to develop new conservation programs or support existing cheetah conservation efforts.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6617,2,Animals and Environment,Animals ,Wildlife Conservation,VA,Alexandria,37.769337,-78.169968,44,100,100,93.6,95.47,2056341
795,Chesapeake Bay Maritime Museum,"Established in 1965, the Chesapeake Bay Maritime Museum is dedicated to preserving and exploring the history, environment, and people of the entire Chesapeake Bay, with the values of relevancy, authenticity, and stewardship guiding its mission. Serving more than 75,000 guests each year, CBMM's campus includes a floating fleet of historic boats and 12 exhibition buildings, situated in a park-like, waterfront setting along the Miles River and St Michaels harbor. CBMM holds the nation's most complete collection of Chesapeake Bay artifacts, visual arts, and indigenous water craft. Education programs are engaged by all ages, with on-the-water opportunities for students & guests. Exhibitions and public programs cover a range of Bay maritime history and culture-including the Bay's unique watercraft and boatbuilding traditions, navigation, waterfowling, boating, seafood harvesting, and recreation. CBMM's Annual Fund supports the education, exhibition, and restoration programs of the Museum.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6844,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Museums,MD,St. Michaels,39.063946,-76.802101,17,30,97,91.3,93.49,3985069
796,Cheekwood Botanical Garden & Museum of Art,"MISSIONTo preserve Cheekwood as an historical landmark where beauty and excellence in art and horticulture stimulate the mind and nurture the spirit.VISIONCheekwood will be a nationally recognized destination renowned for its distinctive beauty, historical significance, and excellence in art and horticulture.VALUES- Celebration of Beauty that nurtures the spirit- Historical Preservation that pays tribute to the past- Education that stimulates the mind- Financial Responsibility in stewarding our resources- Creativity that ensures we are dynamic and innovative- Collaboration that embraces our community- Excellence as our standard of operation in all areas",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8696,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Museums,TN,Nashville,35.747845,-86.692345,44,100,85,97.5,89.24,15790368
797,Chicago Public Media,"Chicago Public Media is a community-supported, public service broadcasting institution. We offer programs that speak with many voices to community needs and are a reflection of the distinctive and diverse Chicago area. We help listeners learn about issues and ideas that affect the community, the nation, and the world. We produce, acquire, and distribute engaging, thoughtful, and entertaining programs of depth, breadth, diversity, and substance that speak powerfully. We are principally a broadcaster. We also serve our local and national community with supplemental distribution initiatives. We expand our outreach to the community and enhance our production effort through partnerships and educational programs with local and national institutions.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4702,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Public Broadcasting and Media,IL,Chicago,40.349457,-88.986137,31,43,96,80.59,85.98,23549394
798,Chattanooga Symphony & Opera,"The mission of the Chattanooga Symphony & Opera (CSO) is to inspire, engage, and enrich the greater Chattanooga community through music and music education. The CSO's community engagement and education programs strive to do just that. Our education programs send musicians into local schools and bring students to the Tivoli Theatre to inspire and encourage Chattanooga's students to love and appreciate classical music. Frequent collaborations with Chattanooga's cultural institutions and city organizations help to engage the community and further classical music and the arts. Performances in public venues, hospitals, and community celebrations enrich Chattanooga and contribute to a vibrant city.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13840,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,TN,Chattanooga,35.747845,-86.692345,31,43,96,85.69,89.49,1442357
799,Chattahoochee Riverkeeper,"The Chattahoochee Riverkeeper's (CRK) works to advocate and secure the protection and stewardship of the Chattahoochee River, its tributaries and watershed, in order to restore and preserve their ecological health for the people, fish and wildlife that depend on the River system. Established in 1994, CRK is an environmental advocacy organization with more than 6,000 members dedicated solely to protecting and restoring the Chattahoochee River Basin - drinking water source for 4 million people. CRK actively uses advocacy, education, research, communication, cooperation, monitoring and legal actions to protect and preserve the Chattahoochee and its watershed.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9986,2,Animals and Environment,Environment ,Environmental Protection and Conservation,GA,Atlanta,33.040619,-83.643074,17,30,100,100,100,1906007
800,Chattanooga Area Food Bank,"The Chattanooga Area Food Bank (CAFB) was founded in 1982 as an outgrowth of a task force on hunger issues led by area congregations and civic-minded leaders. We work to gather and share grocery products with our neighbors in need. The food bank is a bridge between America's food bounty and those who cannot provide for themselves. Through a network of over 360 nonprofit agencies and churches, CAFB services a 20 county area in Tennessee and Georgia.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6323,5,Human Services ,Human Services ,"Food Banks, Food Pantries, and Food Distribution",TN,Chattanooga,35.747845,-86.692345,31,43,96,97.5,96.66,27595491
801,Charlottesville Free Clinic,"Founded in 1992, the Charlottesville Free Clinic works to provide a volunteer community health-support system that offers high-quality health care to the working uninsured population, which would otherwise have no access to care; to provide practical experience for current and future health care professionals; and to hasten, through education and advocacy, the creation of a comprehensive policy for access to health care. We offer free medical care, dental care, and medications for low-income and low-income uninsured adults between the ages of 19-64 and their families in and around Charlottesville.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15205,4,Health and Education,Health ,Treatment and Prevention Services,VA,Charlottesville,37.769337,-78.169968,31,43,92,92.45,92.22,4170317
802,Charlotte Symphony Orchestra,"The Charlotte Symphony Orchestra believes that orchestral music nurtures the human spirit and is integral to the preservation and development of our American culture. It is our mission to perform a broad range of this music, including appropriate genres of American traditional and popular music, at the highest possible professional standards consistent with fiscal responsibility. The Charlotte Symphony will be a highly respected, financially sound, and valued arts organization whose performances will enrich, inspire, entertain, educate, and develop large and diverse audiences of all ages.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7191,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,NC,Charlotte,35.630066,-79.806419,31,43,92,75.97,82.09,7253143
803,Charlotte Rescue Mission,"Founded in 1938, Charlotte Rescue Mission has a long history of reaching out to the homeless and to those battling addictions. Today, the mission provides a free 90-120 day residential program to men at the Rebound Campus and to women at the Dove's Nest campus. Charlotte Rescue Mission is transforming lives in the name of Christ by serving people struggling with addiction, poverty, or hopelessness with the goal of returning them to society as productive, self-sufficient citizens.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7861,5,Human Services ,Human Services ,Homeless Services,NC,Charlotte,35.630066,-79.806419,17,30,100,87.05,90.84,6103220
804,Charlotte Family Housing,"Charlotte Family Housing is a shelter-to-housing program for homeless families. We hold a deep belief in the strength and the capability of our families. We build upon our families' strengths to help them forge a path back to self-sufficiency. Our model is designed to produce healthy, deep, measurable and lasting change. While we primarily serve single mothers with children, we are also one of the limited options for single fathers with children and two-parent families. Our social workers are trained to partner in all aspects of a family's life to give direction on reaching their goals, especially with financial literacy, vocational counseling, children's education and health and wellness.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15366,5,Human Services ,Human Services ,Homeless Services,NC,Charlotte,35.630066,-79.806419,44,100,92,95,93.32,3569871
805,Charleston Wine + Food Festival,"The Charleston Wine + Food FestivalÃ‚Â¬Ãƒâ€  is a celebration of Charleston's culinary excellence and renowned culture, which benefits scholarship programs for the culinary and hospitality workplace. Serving over 23,000 guests at over 85 events, this annual four day festival takes place the first full weekend in March and attracts some of the most celebrated culinary professionals and winemakers in the world.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14810,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,SC,Charleston,33.856892,-80.945007,44,100,89,85.69,87.23,882431
806,Charlotte Ballet,"Charlotte Ballet's (formerly the North Carolina Dance Theater) mission is to provide artistically excellent programming to diverse audiences in its home city of Charlotte, the Southeast region, and to the varied communities it serves while on tour across the nation. Charlotte Ballet has received critical recognition nationally for excellence in programming, education and outreach, and dance training.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8986,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,NC,Charlotte,35.630066,-79.806419,17,30,89,96.81,91.9,3379730
807,Charleston Symphony Orchestra,"As the largest full-time performing arts organization in South Carolina, the Charleston Symphony Orchestra (CSO) is a central component in the rich cultural foundation of this region. A partner in weaving the cultural fabric of the City of Charleston since 1936, the CSO attracts an audience of over 100,000 people annually. The mission of the CSO is to promote the enjoyment and appreciation of music among visitors and the peoples of the Tri-County region and to make music a vital part of the area's cultural life. The CSO's education programs include Kinder Konzerts, Family Concerts, Young People's Concerts, In School ensembles, and the Youth Orchestra of the Lowcountry.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10474,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,SC,Charleston,33.856892,-80.945007,31,43,100,82.68,87.75,1891129
808,Charlottesville-Albemarle SPCA,"The Charlottesville-Albemarle SPCA is a nonprofit animal welfare organization whose mission is to advance the compassionate treatment of animals by providing sheltering, medical care, and behavioral services for dogs and cats; promoting permanent, caring homes; and furthering education and outreach. Our vision is healthy animals in caring homes.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14161,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",VA,Charlottesville,37.769337,-78.169968,44,100,90,83.67,86.45,1362298
809,charity: water,"charity: water is a nonprofit organization bringing clean and safe drinking water to people in developing countries. The organization inspires giving and empowers others to fundraise for sustainable water solutions. 100% of public donations are sent to local partners on the ground, who build and implement the projects. When the projects are completed, charity: water proves every one of them using GPS coordinates, photos and details of the community served.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12548,1,International ,International ,Development and Relief Services,NY,New York,42.165726,-74.948051,44,100,100,89.11,92.29,35127416
810,Charles H. Wright Museum of African American History,"Founded in 1965, The Charles H. Wright Museum of African American History provides learning opportunities, exhibitions, programs and events based on collections and research that explore the diverse history and culture of African Americans and their African origins. The Museum strives to be a world-renowned history museum with outstanding collections and research used to produce innovative exhibits that celebrate significant events and accomplishments of African Americans. The Museum serves metropolitan Detroit, national and international communities. For over 35 years, the museum has served teachers and students by providing quality educational programs and exhibitions.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6980,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Museums,MI,Detroit,43.326618,-84.536095,31,43,92,76.46,82.41,6217970
811,Charleston Animal Society,"For over 144 years, Charleston Animal Society has been preventing cruelty to animals. Nationally recognized as a leader in animal protection and rescue, Charleston Animal Society will not rest until every animal in need of a home finds one.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7195,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",SC,North Charleston,33.856892,-80.945007,31,43,96,94.42,95.14,4844320
812,Charity Vision,"Vision is our mission. Restoring vision to people in developing nations is our cause. We are an organization with a focus on empowering local physicians and creating a sustainable solution to the blindness epidemic. Since 1986 Charity Vision has provided over 375,000 charitable surgeries to people suffering from needless blindness. We have built local networks in over 25 different countries and we average about 36,000 new sight procedures every year. The secret of our success lies with our local physician partners throughout the world. We provide our skilled local physicians with the surgical equipment and supplies they need to be successful. They provide their talent and time at no cost. The result is a network of developing health services systems that perform charitable surgeries free of charge.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17199,1,International ,International ,Humanitarian Relief Supplies,UT,Provo,40.150032,-111.862434,31,43,80,95,85.42,9177565
813,Charity Newsies,"Charity Newsies clothes needy school children. Each year on Drive Day, the second Saturday in December, the Charity Newsies Paper Sale raises thousands of dollars from generous organizations, foundations, businesses and individuals. Newsies also collect contributions through the Annual Auction and Gala, the sale of Hearts and other fundraising activities during the year. Together all these contributions represent the Drive Total, which last year was $1,764,510. In the 2011-2012 school year Charity Newsies clothed 13,002 children.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10352,5,Human Services ,Human Services ,Children's and Family Services,OH,Columbus,40.388783,-82.764915,44,100,89,98.51,92.15,1269118
814,Chapman Partnership,"Since 1995, Chapman Partnership, formerly Community Partnership for Homeless has been assisting homeless men, women and children in transitioning off the streets of Miami-Dade County and on their way to attaining greater stability and self-sufficiency in their lives. As the private sector partner of the Miami-Dade County Homeless Trust, we have continually been recognized as a national model for our comprehensive approach to helping the homeless. Our program's main catalyst for success - the Homeless Assistance Centers - operate as one-stop temporary care entry points that provide not just food and shelter, but comprehensive case management, health care, dental care, psychiatric care, day care, job development and training, job placement, permanent housing assistance and other help from a variety of social service agencies - all under one roof.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10832,5,Human Services ,Human Services ,Homeless Services,FL,Miami,27.766279,-81.686783,31,43,100,91.16,93.74,15831728
815,Channel 3 Kids Camp,"Established in 1910, Channel 3 Kids Camp offers traditional over night and day camp opportunities for thousands of children in Connecticut and throughout New England. Their unique, year-round program makes it possible for all children to attend camp without financial restrictions. The Kids Camp's positive programming promotes hands on learning and promotes leadership, diversity and integrity with activities that broaden self-esteem, communication and respect for others. It focuses on helping children develop personally and interpersonally and focuses on fostering the skills necessary for personal, social, and career-related success.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12707,4,Health and Education,Education ,Youth Education Programs and Services,CT,Andover,41.597782,-72.755371,31,43,74,70.4,72.14,574577
816,Channel One Regional Food Bank,"Channel One Regional Food Bank helps feed people in need through an efficient system of collection and distribution of food and non-food items to non-profit organizations that serve low-income people. Channel One Regional Food Bank takes in millions of pounds of surplus food from the food industry. That food is then distributed through our network of member agencies, including food shelves, soup kitchens, group homes and shelters. This past year, the Channel One obtained 4.8 million pounds of food and distributed 4.6 million pounds through the hunger relief network that serves a 14 county service area in Southeast Minnesota and Western Wisconsin. Channel One is certified member of Feeding America, The Nation's Food Bank Network.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7025,5,Human Services ,Human Services ,"Food Banks, Food Pantries, and Food Distribution",MN,Rochester,45.694454,-93.900192,17,30,93,94.75,93.81,15007798
818,Chapman School of Seamanship,"The Chapman School of Seamanship works to meet the changing and expanding educational and training needs of professional mariners and other marine industry specialists as well as serious recreational boating men and women. The School's location of less than 90 nautical miles from the Bahamas, which also allows convenient access to some of the best cruising waters in the Caribbean for our Offshore Training Programs. The School continues to focus on its mission of providing the highest quality boating education in a ""Learn at the Helm"" approach for both the novice and experienced, professional and recreational boater.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13936,4,Health and Education,Education ,Youth Education Programs and Services,FL,Stuart,27.766279,-81.686783,31,43,77,84.74,80.48,629889
819,Champions for Kids,"Champions for Kids makes it simple to give kids in your community the resources they need to thrive! People care about the future of our children and they will help. The only solution we know is through the leverage of people. The core values of Champions for Kids are that all children should have someone who cares, a place to belong, hope for tomorrow and provisions for their journey.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16519,5,Human Services ,Human Services ,Children's and Family Services,AR,Fayatteville,34.969704,-92.373123,44,100,58,86.17,68.73,3226283
820,Chamber Music Northwest,"Now in its 49th season, Chamber Music Northwest serves more than 100,000 people annually with more than 100 main stage concerts, casual concerts in non-traditional venues, and dozens of free outreach and educational events. CMNW's five-week Summer Festival, week long Winter Festival, and year feature artists that range from rising stars to some of the most sought-after solo, chamber and recording artists in the world. Now in his 39th year as Artistic Director, world-renowned clarinetist and music educator David Shifrin is a highly acclaimed orchestral soloist, recitalist and chamber music performer. Artistic Director of the Chamber Music Society of Lincoln Center in New York from 1992 to 2004. CMNW's year-round staff of ten and larger seasonal staff are led by Executive Director Peter J. Bilotta, a 30-year veteran of opera, theater and other nonprofit organizations. With an annual budget of $1.7 million, CMNW has operated under a balanced budget every year since 1980.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6531,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,OR,Portland,44.572021,-122.070938,31,43,100,92.77,94.88,918848
821,Chamber Music America,"The mission of Chamber Music America (CMA) is to develop and strengthen an evolving chamber music community. Our vision is that chamber music will become a vital and recognized presence in contemporary American culture. Founded in 1977, CMA values a passion for chamber music in all of its manifestations; a commitment to a diverse membership, embracing performers and audiences at every level of experience, knowledge, and ability; support of the chamber music professional and the encouragement of excellence; collaboration, and chamber music's potential to exemplify democracy, tolerance, and humanity; and respect for tradition, experimentation, and innovation.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9261,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,NY,New York,42.165726,-74.948051,31,43,89,91.1,89.99,416991
822,Chamber Music Society of Lincoln Center,"Founded in 1969, The Chamber Music Society of Lincoln Center (CMS) stimulates and supports the appreciation, performance and composition of chamber music by presenting chamber music concerts; commissioning and performing new chamber music works; sponsoring chamber music performances; sponsoring programs and activities; and acquiring and maintaining collections of material. CMS presents annual series of concerts and educational events for listeners ranging from connoisseurs to chamber music newcomers of all ages. Performing repertoire from over three centuries, and numerous premieres by living composers, CMS offers programs curated to provide listeners a comprehensive perspective on the art of chamber music.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8624,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Performing Arts,NY,New York,42.165726,-74.948051,44,100,89,95.3,91.54,7897145
823,Challenged Child & Friends,"Founded in 1985, Challenged Child and Friends offers a tailored and integrated experience where children with a variety of developmental delays and disabilities learn and grow in a full inclusion program with children who have typical development. Our ""whole person"" program utilizes the coordinated efforts of a professional team with diverse qualifications and experience. In our classroom program, children receive early education intervention with differentiated teaching. Additionally, speech, occupational and physical therapy services are offered in a variety of models that include direct treatment and collaboration with teaching staff. Students benefit from skilled nursing staff as well as family support services from a licensed social worker.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15147,4,Health and Education,Education ,Special Education,GA,Gainesville,33.040619,-83.643074,44,100,89,82.5,85.38,1059971
824,Challenged Athletes Foundation,"Established in 1997, the Challenged Athletes Foundation (CAF) is a unique organization that recognizes the athletic greatness inherent in all people with physical challenges and supports their athletic endeavors by providing grants for training, competition and equipment needs. CAF programs include Access for Athletes, providing funding and support for physically challenged athletes; Catch a Rising Star, a fitness and mentoring program; Operation Rebound, providing post-rehabilitation support and mentorship to American soldiers and veterans; Emmanuel Fund, supporting Emmanuel Ofosu Yeboah's efforts to change conditions for the physically challenged in Ghana; and Reach High, conducting outreach to inspire and educate people with physical challenges and our communities.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10662,5,Human Services ,Human Services ,Multipurpose Human Service Organizations,CA,San Diego,36.116203,-119.681564,31,43,100,86.3,90.31,9535168
825,Charcot-Marie-Tooth Association,"Founded in 1983, the Charcot-Marie-Tooth Association's (CMTA) goals are patient support, public education, promotion of research and ultimately the treatment and cure of Charcot-Marie-Tooth (CMT). CMT is the most commonly inherited neurological disorder and is found world-wide in all races and ethnic groups. CMT patients slowly lose normal use of their feet/legs and hands/arms as nerves to the extremities degenerate and the muscles in the extremities become weakened because of the loss of stimulation by the affected nerves. Our mission is to generate the resources to find a cure, to create awareness, and to improve the quality of life for those affected by Charcot-Marie-Tooth.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10580,4,Health and Education,Health ,"Diseases, Disorders, and Disciplines",PA,Glenolden,40.590752,-77.209755,31,43,100,79.48,85.49,1642776
826,Champaign County Humane Society,"The Champaign County Humane Society (CCHS) was established as a branch of the Illinois Humane Society in 1889 and chartered as the Champaign County Humane Society in 1903. In 1951, a diverse group of local citizens who cared deeply about animals gathered together to establish our first animal shelter near Bondville, Illinois, and in June of 1988 we moved into our current shelter in Urbana. We are an open admission shelter and accept all animals in need, regardless of age, physical condition or adoptability. Each year, CCHS cares for over 2,000 homeless pets through a comprehensive animal welfare program.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5283,2,Animals and Environment,Animals ,"Animal Rights, Welfare, and Services",IL,Urbana,40.349457,-88.986137,44,100,93,83.18,87.11,635950
827,Challenge Aspen,"Challenge Aspen is dedicated to impacting the lives by presenting meaningful recreational, educational and cultural experiences to individuals faced with cognitive and/or physical challenges. Through the years, seasonal camps and retreats have become a large outreach of Challenge Aspen. These unique and fun experiences include learn-to-ski camps, specialized programs for people living with autism, retreats for injured military servicemen and women which include their family members and children's art and music camps in the summertime. The aim of Challenge Aspen is to carefully orchestrate life changing adventures, giving participants the courage to learn something new, trust their own abilities and carry that ideal forward, reaching toward goals in other areas of their lives.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12236,5,Human Services ,Human Services ,Social Services,CO,Snowmass Village,39.059811,-105.311104,17,30,100,99.71,99.79,3289826
828,Chai Lifeline,"Chai Lifeline's mission is to bring joy and hope to seriously ill children and their families through year-round programs that offer social, emotional and financial support. Counseling, educational services, insurance advocacy, information and referrals, retreats, sibling programs, Big Brothers and Sisters, and recreational activities help the entire family cope with the daily challenges of living with illness. Hot meals, transportation assistance, patient navigation, and ongoing emotional support when children are in the midst of medical crises counter the isolation felt by families when children are ill. 



The organization is a leader in the field of illness camping. Its two overnight camps offer 450 children and teens with life-threatening illnesses, chronic conditions, and disabilities a summer filled with experiences and friendships that build confidence and skills as they motivate campers to fight the devastating effects of illness.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6707,5,Human Services ,Human Services ,Children's and Family Services,NY,New York,42.165726,-74.948051,31,43,93,77.88,83.59,21847021
829,CET,"CET is a leading provider of education and enrichment in classrooms and living rooms throughout greater Cincinnati. Through PBS and local programming, innovative multimedia curriculum projects, parent workshops and teacher training, CET positively impacts millions of lives in our community. For more than 50 years, CET has been bringing greater Cincinnati television that stimulates the imagination, challenges the intellect, encourages achievement and celebrates diversity. CET's mission is to use its resources to educate, enrich and engage the communities it serves.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3773,3,"Arts, Culture, Humanities ","Arts, Culture, Humanities ",Public Broadcasting and Media,OH,Cincinnati,40.388783,-82.764915,44,100,96,66.76,76.32,3824295
830,CERGE-EI Foundation,"The focus of the CERGE-EI Foundation is to develop support in the United States and Canada for modern economics and other social science education in the transition and emerging economies. . It does so by providing research grants, teaching fellowships and scholarship support, as well as supporting graduate education programs at CERGE-EI and similar institutions. We promote economics education and research in the post-communist countries of central and eastern Europe including the former Soviet Union",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13504,1,International ,International ,"International Peace, Security, and Affairs",NJ,Teaneck,40.298904,-74.521011,17,30,96,94.48,95.17,2402459
831,Ceres,"Formed in 1989, Ceres is a sustainability nonprofit organization leading the most influential investors and companies to build leadership and drive solutions throughout the economy. Through our powerful networks and advocacy, we tackle the world's biggest sustainability challenges, including climate change, water scarcity and pollution, and human rights abuses. Ceres' mission is to transform the economy to build a sustainable future for people and the planet. Ceres' vision is of a world in which business and capital markets promote the well being of human society and the protection of the earth's biological systems and resources. Ceres advances its vision by bringing investors, environmental groups and other stakeholders together to encourage companies and capital markets to incorporate environmental and social challenges into their day-to-day decision-making.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6057,2,Animals and Environment,Environment ,Environmental Protection and Conservation,MA,Boston,42.230171,-71.530106,31,43,93,94.2,93.57,11744267
832,Cerebral Palsy Foundation,"The Cerebral Palsy Foundation process is to find, define and address Moments of Impact Ã¢â‚¬Å¡Ãƒâ€žÃƒÂ¬ the times at which interventions and insights, if properly implemented, have the power to improve lives. We then work to better understand what is needed to effect change and the best ways to implement it. We seek out the best thinkers in an area, and form collaborative networks to work together and bring about transformation. Finally, we share our work with others so it will have the greatest possible impact. Our Collaborative Networks bring together many of the country's most prestigious medical institutions, as well as innovative thinkers in diverse areas such as technology and media, in order to accelerate not only the development of critical advances, but also their delivery. While our work of course includes important strides being made toward the eventual prevention of cerebral palsy and developmental disabilities, our focus is on the translational research, clinical application and knowledge transfer that can dramatically change lives today.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17407,4,Health and Education,Health ,"Diseases, Disorders, and Disciplines",NY,New York,42.165726,-74.948051,31,43,92,91.07,91.52,1779029
833,Charity Cars,"Established in 1996, Charity Cars provides a free vehicle and vehicle support services to assist disadvantaged families in their transition from dependency to self-sufficiency. The Charity Cars program provides a vehicle that has been refurbished to insure safety and reliability, and at times a license plate, the down-payment for insurance, a service warranty, and case management services to families willing to work. The National Car Donations System (NCDS) has the ability to process vehicle donations from anywhere in the country. Charity Cars is now in a position to assist other communities in the task of implementing a viable, responsive, accountable and cost-effective vehicle donations program. The Charity Cars program offers an indispensable solution to the critical transportation dilemma confronting States grappling with welfare reform.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7721,5,Human Services ,Human Services ,Social Services,FL,Longwood,27.766279,-81.686783,44,100,100,97.5,98.23,6047431
834,Charity Motors,"Charity Motors is dedicated to helping people in need with transportation. Charity Motors provides transportation assistance to over 5,000 underprivileged individuals at a price significantly below fair market value to help foster personal development and educational advancement. Charity Motors will sell your vehicle, at a discount, to someone in need. This helps provide individuals who have struggled finding access to transportation with the freedom of their own car or truck. The proceeds from those sales benefit thousands of charities or any charity you designate at the time of donation.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6161,5,Human Services ,Human Services ,Social Services,MI,Detroit,43.326618,-84.536095,31,43,44,71.83,55.67,6368874
